class1,class2,class3,class4,class5,class6,class7,class8,class9,ID
0.05521143600344658,0.1102580577135086,0.004801113158464432,0.5575912594795227,0.012514707632362843,0.016322046518325806,0.23848769068717957,0.0029870630241930485,0.001826582127250731,17
0.04122447967529297,0.2721154987812042,0.010565857402980328,0.10819600522518158,0.0320594385266304,0.01591794565320015,0.5051349401473999,0.011082081124186516,0.003703788621351123,18
0.018061839044094086,0.14638914167881012,0.003813683521002531,0.03392629697918892,0.036064762622117996,0.011201641522347927,0.7467342615127563,0.0019884584471583366,0.0018199074547737837,19
0.0574055090546608,0.5170547962188721,0.008781498298048973,0.03610822558403015,0.019376078620553017,0.027105281129479408,0.3243781626224518,0.007519484497606754,0.00227103428915143,20
0.04861118644475937,0.027781372889876366,0.002477038186043501,0.047220926731824875,0.012915009632706642,0.00992460735142231,0.8476289510726929,0.001981757814064622,0.0014590841019526124,21
0.13897867500782013,0.051539234817028046,0.011347156018018723,0.3318459391593933,0.026499319821596146,0.01616237685084343,0.3755534291267395,0.0037659606896340847,0.044307954609394073,22
0.1318209171295166,0.20717892050743103,0.01908021792769432,0.13895994424819946,0.03464425727725029,0.017341580241918564,0.4443310797214508,0.0038222461007535458,0.002820872236043215,23
0.018175045028328896,0.18614676594734192,0.0024908720515668392,0.048894692212343216,0.004005391150712967,0.005089877638965845,0.716885507106781,0.007472681347280741,0.010839102789759636,24
0.3095467984676361,0.09064130485057831,0.012840251438319683,0.33399587869644165,0.047763071954250336,0.03029939904808998,0.1637210249900818,0.0058383215218782425,0.005353944841772318,25
0.02157771773636341,0.07005882263183594,0.004000596236437559,0.04740193486213684,0.012536823749542236,0.012605619616806507,0.8292902112007141,0.001369517995044589,0.0011588383931666613,26
0.0257817804813385,0.5366572141647339,0.006296900101006031,0.11111350357532501,0.014283059164881706,0.016777152195572853,0.2796083688735962,0.004158249590545893,0.0053237006068229675,27
0.12017381191253662,0.0575564019382,0.005633343942463398,0.6571387052536011,0.014338940382003784,0.011934062466025352,0.12525546550750732,0.003871400374919176,0.0040977755561470985,28
0.05048517510294914,0.07070469856262207,0.01107290480285883,0.7940612435340881,0.019501402974128723,0.007260721176862717,0.042408060282468796,0.002758889924734831,0.0017469145823270082,29
0.017260225489735603,0.8553982973098755,0.0055937254801392555,0.023905426263809204,0.009588243439793587,0.009108523838222027,0.07668714225292206,0.0013531030854210258,0.0011052887421101332,30
0.18353526294231415,0.20316405594348907,0.01961524225771427,0.28759852051734924,0.07486993074417114,0.0592188835144043,0.16408796608448029,0.004381109960377216,0.003529040841385722,31
0.2116747796535492,0.06549836695194244,0.0054268017411231995,0.5945268869400024,0.030597779899835587,0.01885979436337948,0.06902329623699188,0.0024172922130674124,0.001974978484213352,32
0.18204954266548157,0.0701046958565712,0.005096031352877617,0.48648056387901306,0.016723547130823135,0.01125660352408886,0.22174480557441711,0.004477116744965315,0.0020671281963586807,33
0.03381342813372612,0.2993849217891693,0.007657916750758886,0.1028110533952713,0.0712040439248085,0.03255237638950348,0.43760672211647034,0.011429192498326302,0.0035403489600867033,34
0.27022290229797363,0.4787432551383972,0.004786924459040165,0.06171094626188278,0.03457533195614815,0.016080183908343315,0.11053220182657242,0.002474656794220209,0.02087363228201866,35
0.20377297699451447,0.06024809926748276,0.006143269594758749,0.2790243923664093,0.027520859614014626,0.028834182769060135,0.386013001203537,0.004799231421202421,0.003643976990133524,36
0.6324402093887329,0.011946613900363445,0.002746446756646037,0.13064445555210114,0.008122305385768414,0.2037385255098343,0.006784075405448675,0.0014285424258559942,0.0021488203201442957,37
0.2065647393465042,0.28971272706985474,0.025259029120206833,0.056703995913267136,0.04172559455037117,0.08214584738016129,0.2795874774456024,0.014334147796034813,0.003966382704675198,38
0.03165837377309799,0.20481464266777039,0.004525020718574524,0.13974329829216003,0.033637236803770065,0.01265573687851429,0.5677949786186218,0.002745120320469141,0.0024255632888525724,39
0.011788538657128811,0.06139327213168144,0.002652423456311226,0.021673817187547684,0.003424891037866473,0.00867151003330946,0.8868129849433899,0.0015257116174325347,0.002056871308013797,40
0.00238545099273324,0.03974508121609688,0.0012214083690196276,0.0050933402962982655,0.002273415680974722,0.002687078434973955,0.9450374841690063,0.0007567861466668546,0.000800007488578558,41
0.19561877846717834,0.15826496481895447,0.026461686939001083,0.06571640074253082,0.2169152945280075,0.024814138188958168,0.3043861389160156,0.003974320366978645,0.0038483068346977234,42
0.48926037549972534,0.3178979754447937,0.005087109282612801,0.03714290261268616,0.02864094451069832,0.013748198747634888,0.09598337858915329,0.009546811692416668,0.0026922787073999643,43
0.6331846714019775,0.017162475734949112,0.003317303257063031,0.2778669595718384,0.011249071918427944,0.010962531901896,0.04236559942364693,0.0023487056605517864,0.0015426967293024063,44
0.18854472041130066,0.029067207127809525,0.003750943811610341,0.7221020460128784,0.019209686666727066,0.005666582845151424,0.028560400009155273,0.0018369074678048491,0.0012615651357918978,45
0.0467720627784729,0.4578785002231598,0.02018912509083748,0.08129212260246277,0.052510857582092285,0.05505693703889847,0.2577207386493683,0.024979230016469955,0.0036003876011818647,46
0.04037044942378998,0.24921616911888123,0.02103715017437935,0.022996289655566216,0.07021605968475342,0.023309189826250076,0.5687873363494873,0.002070195507258177,0.001997177256271243,47
0.17333510518074036,0.06033647805452347,0.007060208823531866,0.6494663953781128,0.014936141669750214,0.010788831859827042,0.07903765141963959,0.0025627263821661472,0.00247644679620862,48
0.1413378119468689,0.018626198172569275,0.016521699726581573,0.7438855767250061,0.03870590403676033,0.01899406500160694,0.017312008887529373,0.0023927786387503147,0.002223977353423834,49
0.014701493084430695,0.5407137274742126,0.004546517971903086,0.022353440523147583,0.022337108850479126,0.018968651071190834,0.36910438537597656,0.005789320915937424,0.0014853165484964848,50
0.11281923949718475,0.07778950035572052,0.00799291767179966,0.506615936756134,0.03866434842348099,0.024859635159373283,0.22429299354553223,0.0026320810429751873,0.004333381541073322,51
0.6996897459030151,0.005433240439742804,0.003214337630197406,0.03229266032576561,0.24386155605316162,0.004866735078394413,0.007035897579044104,0.0017721016192808747,0.001833751448430121,52
0.23543867468833923,0.027148228138685226,0.0058482736349105835,0.63469398021698,0.022175434976816177,0.008013216778635979,0.062265850603580475,0.0024429853074252605,0.0019734655506908894,53
0.016023557633161545,0.3258207440376282,0.009433816187083721,0.022477200254797935,0.018071649596095085,0.05328178405761719,0.5442566871643066,0.008096963167190552,0.0025375804398208857,54
0.11520888656377792,0.2078065574169159,0.014447915367782116,0.14650222659111023,0.030484545975923538,0.023896005004644394,0.44787994027137756,0.009866410866379738,0.00390747981145978,55
0.03929808363318443,0.37926018238067627,0.017946500331163406,0.20858554542064667,0.05143333226442337,0.015553164295852184,0.2793908417224884,0.0048445723950862885,0.0036877854727208614,56
0.003113936632871628,0.005456910468637943,0.010542957112193108,0.9697410464286804,0.0024953994434326887,0.0015093539841473103,0.006256344262510538,0.00044362322660163045,0.0004404697101563215,57
0.17859193682670593,0.078862763941288,0.006963657680898905,0.48289722204208374,0.035351455211639404,0.03153972700238228,0.18038591742515564,0.002225145697593689,0.0031822093296796083,58
0.01696019247174263,0.5465606451034546,0.017787417396903038,0.06967727839946747,0.08307618647813797,0.01901753433048725,0.24156370759010315,0.0027224260848015547,0.0026346761733293533,59
0.009114044718444347,0.001391546567901969,0.0015617826720699668,0.003179318504408002,0.00581950880587101,0.9765831232070923,0.001741316169500351,0.0003099123132415116,0.00029955574427731335,60
0.04690421372652054,0.41455453634262085,0.01131400652229786,0.09374751895666122,0.03208967298269272,0.0639757290482521,0.32896867394447327,0.005620250478386879,0.002825359348207712,61
0.013392847962677479,0.17445579171180725,0.006259062793105841,0.021058807149529457,0.01978064700961113,0.0068751065991818905,0.753524124622345,0.002141993958503008,0.002511658240109682,62
0.3320210874080658,0.09601462632417679,0.004948829300701618,0.4226273000240326,0.030311131849884987,0.02327369526028633,0.0843590646982193,0.0030224663205444813,0.0034217864740639925,63
0.45481768250465393,0.003921994939446449,0.004223404452204704,0.5027728080749512,0.007315227296203375,0.005158401094377041,0.01965741254389286,0.0010665850713849068,0.0010665110312402248,64
0.007293030619621277,0.001943462761119008,0.000697988725733012,0.0026930691674351692,0.002970766741782427,0.9825471639633179,0.0012543742777779698,0.0002620483282953501,0.0003380911657586694,65
0.06409124284982681,0.12586596608161926,0.007977919653058052,0.10670676082372665,0.030434373766183853,0.032960690557956696,0.6262940168380737,0.0025483944918960333,0.00312071037478745,66
0.13698862493038177,0.41799312829971313,0.004991845227777958,0.18734347820281982,0.02351808175444603,0.032445766031742096,0.18963277339935303,0.003785883542150259,0.0033004339784383774,67
0.08804285526275635,0.19965997338294983,0.0028864159248769283,0.02578936517238617,0.008068466559052467,0.008120512589812279,0.027925441041588783,0.6379023790359497,0.0016045462107285857,68
0.21496367454528809,0.09500549733638763,0.0050109801813960075,0.05740232393145561,0.03513747453689575,0.010936534032225609,0.5766889452934265,0.00214250385761261,0.0027120737358927727,69
0.011282071471214294,0.2660358250141144,0.004500048700720072,0.014358945190906525,0.014773753471672535,0.0068949004635214806,0.6769810914993286,0.0030579199083149433,0.0021154240239411592,70
0.17736117541790009,0.08535151183605194,0.004548034630715847,0.449558824300766,0.011926917359232903,0.016467485576868057,0.25088411569595337,0.002219425980001688,0.0016825145576149225,71
0.9218953847885132,0.026856500655412674,0.0017969614127650857,0.02131957747042179,0.007387400604784489,0.005406455136835575,0.013256085105240345,0.0010433278512209654,0.0010383434128016233,72
0.07024116814136505,0.663858950138092,0.011665920726954937,0.029191305860877037,0.030029654502868652,0.014817958697676659,0.16801956295967102,0.009966428391635418,0.002209085039794445,73
0.0018116530263796449,0.08108871430158615,0.0010432889685034752,0.003569501219317317,0.0018239431083202362,0.0021745290141552687,0.9073094129562378,0.0006070520030334592,0.000571855460293591,74
0.3490583002567291,0.03273120895028114,0.4376765191555023,0.10557587444782257,0.01626933552324772,0.011633254587650299,0.042634762823581696,0.0020777429454028606,0.0023429791908711195,75
0.011788861826062202,0.08623196184635162,0.010342528112232685,0.029943067580461502,0.013413092121481895,0.006210185121744871,0.8380602598190308,0.0016862668562680483,0.002323789056390524,76
0.8872764706611633,0.008947090245783329,0.0012604419607669115,0.07770512998104095,0.0008426401764154434,0.00165853020735085,0.02124299295246601,0.0004361277096904814,0.0006305982824414968,77
0.1790454089641571,0.010400720871984959,0.0030578593723475933,0.7771585583686829,0.005021424498409033,0.005858171731233597,0.017573203891515732,0.0010279471753165126,0.0008566470933146775,78
0.056824006140232086,0.002536438638344407,0.007543830666691065,0.030937353149056435,0.8696608543395996,0.026203623041510582,0.005001958925276995,0.0006420601857826114,0.000649829744361341,79
0.10874047130346298,0.06622922420501709,0.009543877094984055,0.41385388374328613,0.038401275873184204,0.027208399027585983,0.33229395747184753,0.0020004911348223686,0.0017283891793340445,80
0.06671292334794998,0.05963192135095596,0.005474777426570654,0.748435378074646,0.015170660801231861,0.02165340445935726,0.07933877408504486,0.0015583373606204987,0.0020238165743649006,81
0.05613529682159424,0.004429730586707592,0.01295309979468584,0.02000734582543373,0.8968410491943359,0.0050347051583230495,0.0032657261472195387,0.0006046669441275299,0.0007283962913788855,82
0.09701405465602875,0.11225353181362152,0.013480216264724731,0.3031218349933624,0.10323408991098404,0.018952347338199615,0.3472140431404114,0.0025918008759617805,0.0021380961406975985,83
0.008494267240166664,0.0715811476111412,0.0032054774928838015,0.03265481814742088,0.009291857481002808,0.0028557658661156893,0.869235634803772,0.001067412900738418,0.0016136659542098641,84
0.12791775166988373,0.03376484289765358,0.009794607758522034,0.60478675365448,0.04188694804906845,0.02039954625070095,0.15732824802398682,0.0020470963791012764,0.0020741994958370924,85
0.33858007192611694,0.07343791425228119,0.004972596652805805,0.4326668679714203,0.014215474016964436,0.009028183296322823,0.12254323065280914,0.0022191335447132587,0.0023365274537354708,86
0.19502320885658264,0.054556261748075485,0.0091391084715724,0.5441774129867554,0.047455083578825,0.015453532338142395,0.12780869007110596,0.0019972159061580896,0.004389441572129726,87
0.9706104397773743,0.0012730564922094345,0.0009836473036557436,0.022427156567573547,0.0005676277214661241,0.0017759328475221992,0.0018144038040190935,0.00029549276223406196,0.0002523232833482325,88
0.0018952235113829374,0.016061555594205856,0.0012864426244050264,0.003847785759717226,0.0016134338220581412,0.0032233186066150665,0.9710537195205688,0.0005090098129585385,0.0005095979431644082,89
0.11139369010925293,0.37732115387916565,0.0041944594122469425,0.14362069964408875,0.01576228253543377,0.008714099414646626,0.3347357213497162,0.0022694405633956194,0.0019884645007550716,90
0.14245322346687317,0.01784011721611023,0.011778756976127625,0.7724096775054932,0.03031883016228676,0.007662113755941391,0.014790895394980907,0.0015540138119831681,0.001192432246170938,91
0.6006735563278198,0.003208562731742859,0.0030695253517478704,0.033458393067121506,0.33472251892089844,0.019286425784230232,0.003681282280012965,0.0008655966958031058,0.0010340471053496003,92
0.03991847112774849,0.09323915839195251,0.006994415074586868,0.19978687167167664,0.02175319194793701,0.0066179982386529446,0.6265721917152405,0.0020597882103174925,0.0030579478479921818,93
0.1309463232755661,0.30327752232551575,0.008304456248879433,0.4099613130092621,0.018331801518797874,0.013439911417663097,0.11122728884220123,0.002225843258202076,0.0022855170536786318,94
0.034889645874500275,0.04770461469888687,0.001955526415258646,0.0476793572306633,0.00546078709885478,0.003654764499515295,0.8552629351615906,0.0017955821240320802,0.0015967364888638258,95
0.3434986472129822,0.035341523587703705,0.01605639047920704,0.43637996912002563,0.04261624068021774,0.07147686183452606,0.047202251851558685,0.0036459036637097597,0.003782209474593401,96
0.3887484669685364,0.0633775144815445,0.010199381038546562,0.39726653695106506,0.030910920351743698,0.021614493802189827,0.0790368914604187,0.004579728934913874,0.0042661032639443874,97
0.15794700384140015,0.02266223356127739,0.007161521352827549,0.7468587160110474,0.02304290235042572,0.019858453422784805,0.015422644093632698,0.0035106975119560957,0.0035358101595193148,98
0.008612247183918953,0.21990597248077393,0.07470221817493439,0.008776416070759296,0.016914330422878265,0.007906255312263966,0.6598930954933167,0.0017266080249100924,0.001562811783514917,99
0.021153036504983902,0.5919913053512573,0.005793923046439886,0.054968804121017456,0.02366766706109047,0.02405131421983242,0.2687719762325287,0.004065026994794607,0.005536907352507114,100
0.08089466392993927,0.0629158690571785,0.006387609057128429,0.6587448716163635,0.017519088461995125,0.012693474069237709,0.15687423944473267,0.002130554523319006,0.0018396396189928055,101
0.011458659544587135,0.022533994168043137,0.0011807815171778202,0.033550161868333817,0.004255372099578381,0.004004321526736021,0.9205992817878723,0.0012985414359718561,0.0011188547359779477,102
0.6649851202964783,0.01816903054714203,0.005758828483521938,0.2657207250595093,0.01610514335334301,0.011526480317115784,0.013532111421227455,0.0022241754923015833,0.001978390384465456,103
0.30234766006469727,0.4208623766899109,0.0038524388801306486,0.03402451053261757,0.024615000933408737,0.012565592303872108,0.18915049731731415,0.010015768930315971,0.002566163195297122,104
0.2464076727628708,0.03894980996847153,0.004441220313310623,0.6436234712600708,0.00954579096287489,0.007941553369164467,0.045155152678489685,0.0020588855259120464,0.0018763769185170531,105
0.024144522845745087,0.6099450588226318,0.009809637442231178,0.06593018025159836,0.05247930809855461,0.027997437864542007,0.19707122445106506,0.009611336514353752,0.0030112802051007748,106
0.23890236020088196,0.05199284479022026,0.026755988597869873,0.17093685269355774,0.10139451175928116,0.319438636302948,0.07914851605892181,0.005538886412978172,0.005891413427889347,107
0.048923179507255554,0.15766450762748718,0.003388224635273218,0.12896081805229187,0.018915969878435135,0.01197739876806736,0.6243157386779785,0.001713986275717616,0.004140166565775871,108
0.12967438995838165,0.3129812479019165,0.05417316034436226,0.2814334034919739,0.04374340549111366,0.030186306685209274,0.13416311144828796,0.009146648459136486,0.004498316906392574,109
0.03146148845553398,0.03568984940648079,0.007057921029627323,0.09236862510442734,0.5508161783218384,0.10880671441555023,0.16835568845272064,0.0027376958169043064,0.0027058275882154703,110
0.09458266943693161,0.16654087603092194,0.0063973828218877316,0.07584143429994583,0.03747938200831413,0.015317462384700775,0.5972057580947876,0.0027990643866360188,0.0038359886966645718,111
0.09689792990684509,0.08796818554401398,0.02240663394331932,0.04717431589961052,0.09650878608226776,0.5816012620925903,0.060253776609897614,0.0036073450464755297,0.0035817339085042477,112
0.23777484893798828,0.031335145235061646,0.01743408478796482,0.6587286591529846,0.016676602885127068,0.014611197635531425,0.019722649827599525,0.0019829808734357357,0.0017338565085083246,113
0.9490966796875,0.011645615100860596,0.0008218053844757378,0.02520616725087166,0.000843973713926971,0.0026047425344586372,0.008030191995203495,0.0006424061139114201,0.0011083852732554078,114
0.0011009270092472434,0.0234520360827446,0.0013602172257378697,0.002955414354801178,0.001187282265163958,0.0011324372608214617,0.9681142568588257,0.000388102896977216,0.0003093006962444633,115
0.2002498358488083,0.023567359894514084,0.005457854829728603,0.7085691690444946,0.011919727548956871,0.008342321962118149,0.03883460536599159,0.0016401776811107993,0.0014189654029905796,116
0.10165663063526154,0.4770582616329193,0.010669956915080547,0.07214371860027313,0.03829792141914368,0.037036072462797165,0.2561003863811493,0.003782181069254875,0.0032548264134675264,117
0.9240189790725708,0.006422689650207758,0.0010659880936145782,0.049985527992248535,0.0013737557455897331,0.0025322004221379757,0.013252894394099712,0.0007092661107890308,0.0006386999157257378,118
0.022544367238879204,0.19624076783657074,0.013273361138999462,0.11116687208414078,0.04633733257651329,0.01939360424876213,0.5800116658210754,0.005642415024340153,0.005389600992202759,119
0.1774594932794571,0.4021978974342346,0.022461943328380585,0.07636995613574982,0.06202704459428787,0.034521181136369705,0.21370390057563782,0.004873719532042742,0.006384895183146,120
0.03596971184015274,0.10595835745334625,0.008824550546705723,0.03040289878845215,0.009362604469060898,0.6725718379020691,0.1302998661994934,0.0038380685728043318,0.002772114472463727,121
0.003801155835390091,0.2150745689868927,0.002219834830611944,0.0052329497411847115,0.003273563925176859,0.009566817432641983,0.7575541734695435,0.0011083099525421858,0.0021686460822820663,122
0.010375004261732101,0.07554548233747482,0.30091091990470886,0.020698832347989082,0.014939695596694946,0.006035259459167719,0.568539559841156,0.0015451497165486217,0.001410069759003818,123
0.06701237708330154,0.14782437682151794,0.007401084993034601,0.08286039531230927,0.04065898805856705,0.016166578978300095,0.632644534111023,0.0028612699825316668,0.0025704246945679188,124
0.03598390892148018,0.35737496614456177,0.007263141218572855,0.03696461394429207,0.01864769496023655,0.03476458787918091,0.5026752948760986,0.003287444356828928,0.0030383793637156487,125
0.034278400242328644,0.21497321128845215,0.011837796308100224,0.06446393579244614,0.226227805018425,0.06734549254179001,0.37349921464920044,0.004479161463677883,0.002895015524700284,126
0.939251720905304,0.018993815407156944,0.0022100231144577265,0.020812101662158966,0.001456927857361734,0.0059706345200538635,0.009425084106624126,0.0006482690805569291,0.0012314969208091497,127
0.46265530586242676,0.03327286243438721,0.04630241543054581,0.11742635816335678,0.12159671634435654,0.1681404411792755,0.03783581033349037,0.007224111817777157,0.005546006374061108,128
0.13006918132305145,0.2357083559036255,0.011664326302707195,0.053351838141679764,0.048737283796072006,0.029178524389863014,0.23792067170143127,0.05310941860079765,0.2002604454755783,129
0.13865625858306885,0.2951815724372864,0.01443819236010313,0.16216455399990082,0.018326779827475548,0.04402739927172661,0.32048851251602173,0.00431515509262681,0.002401501638814807,130
0.017647605389356613,0.09231864660978317,0.006260225083678961,0.09368676692247391,0.015476706437766552,0.0068034827709198,0.7632906436920166,0.002356346230953932,0.0021595817524939775,131
0.4994739592075348,0.29147571325302124,0.006454146467149258,0.0319838710129261,0.0352485366165638,0.016114357858896255,0.10658452659845352,0.009693210944533348,0.0029716934077441692,132
0.09196285158395767,0.15087886154651642,0.007411924656480551,0.2236301451921463,0.023720305413007736,0.030087213963270187,0.46583694219589233,0.003577266354113817,0.0028945058584213257,133
0.48546990752220154,0.048099346458911896,0.015781892463564873,0.2221180945634842,0.11254886537790298,0.0407634899020195,0.06705828011035919,0.004329310264438391,0.003830828471109271,134
0.0746135413646698,0.17345741391181946,0.010421114042401314,0.05329928547143936,0.033325210213661194,0.03978990763425827,0.6089998483657837,0.003976401872932911,0.002117295516654849,135
0.17946486175060272,0.1533748060464859,0.01252590399235487,0.10252612829208374,0.02606714703142643,0.13940350711345673,0.37440410256385803,0.006524668540805578,0.005708863027393818,136
0.07733114808797836,0.5367573499679565,0.004163145087659359,0.030881861224770546,0.028628194704651833,0.022113852202892303,0.29442325234413147,0.003481615334749222,0.0022194907069206238,137
0.07120317220687866,0.3598281145095825,0.011957293376326561,0.03365625813603401,0.04208064824342728,0.017941581085324287,0.45720037817955017,0.003971278667449951,0.0021613091230392456,138
0.005168894771486521,0.008444475010037422,0.21029147505760193,0.7542453408241272,0.006787421647459269,0.002865210408344865,0.010855603031814098,0.00067224504891783,0.0006693351315334439,139
0.09996454417705536,0.050215642899274826,0.0071166520938277245,0.5857495069503784,0.016771167516708374,0.011357875540852547,0.21715538203716278,0.0018704228568822145,0.009798796847462654,140
0.007889990694820881,0.09149625897407532,0.0033867168240249157,0.019475452601909637,0.017575249075889587,0.005923861172050238,0.8507208824157715,0.002030509989708662,0.0015010383212938905,141
0.02309475839138031,0.23313815891742706,0.003864822443574667,0.03623536229133606,0.02601616643369198,0.01932307705283165,0.6511848568916321,0.0034339814446866512,0.00370887853205204,142
0.16521424055099487,0.12610170245170593,0.006477667484432459,0.39634183049201965,0.026795554906129837,0.021863099187612534,0.2502918839454651,0.0028363217134028673,0.004077742341905832,143
0.17960786819458008,0.0972040519118309,0.00888088159263134,0.3832438588142395,0.029539907351136208,0.03752502053976059,0.25836461782455444,0.002554649021476507,0.0030791389290243387,144
0.1535615772008896,0.023368339985609055,0.002883496694266796,0.7398916482925415,0.00618753070011735,0.00794791616499424,0.06334967911243439,0.0015400240663439035,0.0012697887141257524,145
0.0052703930996358395,0.10129082202911377,0.003019574796780944,0.009776690043509007,0.009979760274291039,0.006637489888817072,0.8596135973930359,0.003126752097159624,0.0012848926708102226,146
0.04401763156056404,0.004633289761841297,0.0019978536292910576,0.9321527481079102,0.0035302613396197557,0.0028447858057916164,0.00977654755115509,0.0005420084926299751,0.000504826195538044,147
0.0207311250269413,0.025999918580055237,0.0027688886038959026,0.8498681783676147,0.013229389674961567,0.007007093168795109,0.07748854905366898,0.0014948463067412376,0.00141202996019274,148
0.01114021148532629,0.2420961558818817,0.006289126817137003,0.01919049397110939,0.09008925408124924,0.0234895758330822,0.6030921339988708,0.0028379380237311125,0.0017750875558704138,149
0.18286386132240295,0.017228882759809494,0.010451408103108406,0.6691769361495972,0.03612624481320381,0.02587471529841423,0.053109802305698395,0.002625008812174201,0.00254313787445426,150
0.028998147696256638,0.6100746393203735,0.010966392233967781,0.038547273725271225,0.04257916286587715,0.031758956611156464,0.23000964522361755,0.004483754746615887,0.002582042943686247,151
0.060731589794158936,0.004114739131182432,0.012934194877743721,0.037099361419677734,0.7606948018074036,0.11636118590831757,0.00626929197460413,0.0009023150196298957,0.000892540265340358,152
0.009362424723803997,0.8609544038772583,0.005270720459520817,0.026091372594237328,0.011343478225171566,0.008783995173871517,0.07515590637922287,0.0017759244656190276,0.0012617917964234948,153
0.16318514943122864,0.007817171514034271,0.002767873927950859,0.7968682646751404,0.009216034784913063,0.005049326457083225,0.013133486732840538,0.0008536024251952767,0.0011091216001659632,154
0.18606457114219666,0.2158602774143219,0.011876322329044342,0.20574672520160675,0.023345600813627243,0.021549955010414124,0.32765695452690125,0.004629938863217831,0.0032696290872991085,155
0.026185546070337296,0.5250993371009827,0.009819061495363712,0.033445362001657486,0.03598019853234291,0.03742971271276474,0.3198432922363281,0.009893124923110008,0.0023043928667902946,156
0.35830825567245483,0.0903744250535965,0.03145226836204529,0.11299806833267212,0.17884044349193573,0.0745168924331665,0.14430972933769226,0.004815475549548864,0.004384429194033146,157
0.031963374465703964,0.6099284291267395,0.004563955590128899,0.05514475703239441,0.031918980181217194,0.009826872497797012,0.251179039478302,0.0031638708896934986,0.0023107051383703947,158
0.01123716589063406,0.2442229688167572,0.008101223967969418,0.036357320845127106,0.014280078932642937,0.012520020827651024,0.6693968772888184,0.0017001020023599267,0.0021842350251972675,159
0.3288041949272156,0.060546696186065674,0.006410683039575815,0.49236780405044556,0.019136730581521988,0.01912958174943924,0.0675438717007637,0.0030693556182086468,0.002991050248965621,160
0.2561438977718353,0.4054640233516693,0.00544400792568922,0.0418141633272171,0.030170276761054993,0.016080880537629128,0.23207473754882812,0.00897297728806734,0.003835005220025778,161
0.06039132550358772,0.20549337565898895,0.011081538163125515,0.24303583800792694,0.01174867618829012,0.011505669914186,0.45301422476768494,0.001478096703067422,0.002251207362860441,162
0.2722422778606415,0.05164802074432373,0.00968717597424984,0.4297415316104889,0.0629030093550682,0.04363275691866875,0.10278762876987457,0.018916841596364975,0.008440731093287468,163
0.9642435908317566,0.012353939935564995,0.000838289619423449,0.006932880729436874,0.000622821447905153,0.001748931361362338,0.010668044909834862,0.0009468233911320567,0.0016446448862552643,164
0.47436076402664185,0.30926138162612915,0.010320253670215607,0.0395100899040699,0.0544404573738575,0.017646098509430885,0.07929129898548126,0.011468068696558475,0.003701557870954275,165
